1690	जुहोत्यादिः	भ॒सँ ( भस् ) 	भर्त्सने 	अनिट् 	प.प 	X	771	X
1691	जुहोत्यादिः	कि॒तँ(कित्) 	ज्ञाने 	अनिट् 	प.प 	X	772	X
1692	जुहोत्यादिः	तु॒रँ ( तुर् ) 	त्वरणे 	अनिट् 	प.प 	X	773	X
1693	जुहोत्यादिः	धि॒षँ ( धिष् ) 	शब्दे 	अनिट् 	प.प 	X	774	X
1694	जुहोत्यादिः	ध॒नँ ( धन् ) 	धान्ये 	अनिट् 	प.प 	X	775	X
1695	जुहोत्यादिः	ज॒नँ ( जन् ) 	जनने 	अनिट् 	प.प 	X	776	X
1696	जुहोत्यादिः	गा॒ ( गा ) 	स्तुतौ 	अनिट् 	प.प 	754	777	X
1697	जुहोत्यादिः	गा॒(गा) 	जनने 	अनिट् 	प.प 	X	777	X
1698	जुहोत्यादिः	x{0952}हा॒क् ( हा ) 	त्यागे 	अनिट् 	आ.प 	X	X	777
1699	जुहोत्यादिः	डु॒दा॒ञ् ( दा ) 	दाने 	अनिट् 	आ.प 	X	X	778
1700	जुहोत्यादिः	डु॒धा॒ञ् ( धा ) 	धारणे 	अनिट् 	आ.प 	X	X	779
1701	जुहोत्यादिः	डु॒धा॒ञ् ( धा ) 	पोषणे 	अनिट् 	आ.प 	X	X	779
1702	जुहोत्यादिः	णि॒जिँ॒र्(णिज्) 	पोषणे 	अनिट् 	आ.प 	X	X	780
1703	जुहोत्यादिः	णि॒जिँ॒र्(णिज्) 	शौचे 	अनिट् 	आ.प 	X	X	780
1704	जुहोत्यादिः	वि॒जिँ॒र्(विज्) 	पृथग्भावे 	अनिट् 	आ.प 	X	X	781
1705	जुहोत्यादिः	वि॒षॢँ॒(विष्) 	व्याप्तौ 	अनिट् 	आ.प 	X	X	782
1706	जुहोत्यादिः	गृ॒(गृ) 	क्षरणे 	अनिट् 	आ.प 	X	X	783
1707	जुहोत्यादिः	गृ॒(गृ) 	दीप्तौ 	अनिट् 	आ.प 	X	X	783
1708	जुहोत्यादिः	घृ॒(घृ) 	क्षरणे 	अनिट् 	आ.प 	X	X	783
1709	जुहोत्यादिः	घृ॒(घृ) 	दीप्तौ 	अनिट् 	आ.प 	X	X	783
1710	जुहोत्यादिः	हृ॒(हृ) 	प्रसह्यकरणे 	अनिट् 	आ.प 	X	X	784
1711	जुहोत्यादिः	ऋ॒(ऋ) 	गतौ 	अनिट् 	आ.प 	X	X	785
1712	जुहोत्यादिः	सृ॒(सृ) 	गतौ 	अनिट् 	आ.प 	X	X	785
1713	जुहोत्यादिः	भ॒सँ॒ ( भस् ) 	दीप्तौ 	अनिट् 	आ.प 	X	X	786
1714	जुहोत्यादिः	भ॒सँ॒ ( भस् ) 	भर्त्सने 	अनिट् 	आ.प 	X	X	786
1715	जुहोत्यादिः	कि॒ ( कि ) 	ज्ञाने 	अनिट् 	आ.प 	X	X	787
1716	जुहोत्यादिः	कि॒तँ॒(कित्) 	ज्ञाने 	अनिट् 	आ.प 	X	X	787
1717	जुहोत्यादिः	तु॒रँ॒ ( तुर् ) 	त्वरणे 	अनिट् 	आ.प 	X	X	788
1718	जुहोत्यादिः	धि॒षँ॒ ( धिष् ) 	शब्दे 	अनिट् 	आ.प 	X	X	789
1719	जुहोत्यादिः	ध॒नँ॒ ( धन् ) 	धान्ये 	अनिट् 	आ.प 	X	X	790
1720	जुहोत्यादिः	ज॒नँ॒ ( जन् ) 	जनने 	अनिट् 	आ.प 	X	X	791
1721	जुहोत्यादिः	गा॒ ( गा ) 	स्तुतौ 	अनिट् 	आ.प 	X	X	792
1722	दिवादिः	दिवुँ ( दिव् ) 	कान्तौ 	सेट् 	प.प 	755	X	793
1723	दिवादिः	दिवुँ ( दिव् ) 	क्रीडायाम् 	सेट् 	प.प 	755	778	793
1724	दिवादिः	दिवुँ ( दिव् ) 	गतौ 	सेट् 	प.प 	755	778	793
1725	दिवादिः	दिवुँ ( दिव् ) 	द्युतौ 	सेट् 	प.प 	755	778	793
1726	दिवादिः	दिवुँ(दिव्) 	मदे 	सेट् 	प.प 	755	X	793
1727	दिवादिः	दिवुँ(दिव्) 	मोदने 	सेट् 	प.प 	755	X	793
1728	दिवादिः	दिवुँ(दिव्) 	विजिगीषायाम् 	सेट् 	प.प 	755	778	793
1729	दिवादिः	दिवुँ(दिव्) 	व्यवहारे 	सेट् 	प.प 	755	778	793
1730	दिवादिः	दिवुँ(दिव्) 	स्तुतौ 	सेट् 	प.प 	755	778	793
1731	दिवादिः	दिवुँ(दिव्) 	स्वप्ने 	सेट् 	प.प 	755	X	793
1732	दिवादिः	षिवुँ ( षिव् ) 	तन्तुसन्ताने 	सेट् 	प.प 	756	779	794
1733	दिवादिः	स्रिवुँ ( स्रिव् ) 	गतौ 	सेट् 	प.प 	757	780	795
1734	दिवादिः	स्रिवुँ ( स्रिव् ) 	शोषणे 	सेट् 	प.प 	757	780	795
1735	दिवादिः	ष्ठिवुँ(ष्ठिव्) 	निरसने 	सेट् 	प.प 	758	X	796
1736	दिवादिः	ष्नुसुँ(ष्नुस्) 	अदने 	सेट् 	प.प 	759	X	797
1737	दिवादिः	ष्नसुँ(ष्नस्) 	निरसने 	सेट् 	प.प 	X	781	X
1738	दिवादिः	क्नसुँ ( क्नस् ) 	दीप्तौ 	सेट् 	प.प 	760	782	799
1739	दिवादिः	क्नसुँ ( क्नस् ) 	ह्वरणे 	सेट् 	प.प 	760	782	X
1740	दिवादिः	ष्नुस(ष्नुस) 	निरसने 	सेट् 	प.प 	X	X	798
1741	दिवादिः	क्नसुँ ( क्नस् ) 	क्षरणे 	सेट् 	प.प 	X	X	799
1742	दिवादिः	व्युषँ ( व्युष् ) 	दाहे 	सेट् 	प.प 	761	X	800
1743	दिवादिः	प्युसँ(प्युस्) 	विभागे 	सेट् 	प.प 	X	783	X
1744	दिवादिः	प्लुषँ ( प्लुष् ) 	दाहे 	सेट् 	प.प 	762	784	801
1745	दिवादिः	नृतीँ ( नृत् ) 	गात्रविक्षेपे 	सेट् 	प.प 	763	785	802
1746	दिवादिः	त्रसीँ ( त्रस् ) 	उद्वेगे 	सेट् 	प.प 	764	786	803
1747	दिवादिः	कुथँ ( कुथ् ) 	पूतीभावे 	सेट् 	प.प 	765	787	804
1748	दिवादिः	पुथँ ( पुथ् ) 	हिंसायाम् 	सेट् 	प.प 	766	788	805
1749	दिवादिः	गुधँ(गुध्) 	परिवेष्टने 	सेट् 	प.प 	767	789	806
1750	दिवादिः	क्षि॒पँ ( क्षिप् ) 	प्रेरणे 	अनिट् 	प.प 	768	X	807
1751	दिवादिः	पुष्पँ(पुष्प्) 	विकसने 	सेट् 	प.प 	769	X	808
1752	दिवादिः	क्षिपँ ( क्षिप् ) 	प्रेरणे 	सेट् 	प.प 	X	790	X
1753	दिवादिः	पुष्पँ(पुष्प्) 	विकासे 	सेट् 	प.प 	X	791	X
1754	दिवादिः	तिमँ ( तिम् ) 	आर्द्रीभावे 	सेट् 	प.प 	770	792	809
1755	दिवादिः	ष्टीमँ ( ष्टीम् ) 	आर्द्रीभावे 	सेट् 	प.प 	770	X	X
1756	दिवादिः	स्तिमँ(स्तिम्) 	आर्द्रीभावे 	सेट् 	प.प 	770	X	X
1757	दिवादिः	तीमँ(तीम्) 	आर्द्रीभावे 	सेट् 	प.प 	X	792	X
1758	दिवादिः	ष्तिमँ(ष्तिम्) 	आर्द्रीभावे 	सेट् 	प.प 	X	792	809
1759	दिवादिः	ष्तीमँ(ष्तीम्) 	आर्द्रीभावे 	सेट् 	प.प 	X	792	809
1760	दिवादिः	व्रीडँ(व्रीड्) 	चोदने 	सेट् 	प.प 	771	793	810
1761	दिवादिः	इषँ ( इष् ) 	गतौ 	सेट् 	प.प 	772	794	811
1762	दिवादिः	षुहँ(षुह्) 	चक्यर्थे 	सेट् 	प.प 	773	X	X
1763	दिवादिः	षुहँ(षुह्) 	शक्यर्थे 	सेट् 	प.प 	X	795	812
1764	दिवादिः	जॄष् ( जॄ ) 	वयोहानौ 	सेट् 	प.प 	774	796	813
1765	दिवादिः	झॄष् ( झॄ ) 	वयोहानौ 	सेट् 	प.प 	774	796	813
1766	दिवादिः	षहँ(षह्) 	शक्यर्थे 	सेट् 	प.प 	X	X	812
1767	दिवादिः	षूङ् ( षू ) 	प्राणिप्रसवे 	सेट् 	आ.प 	775	797	X
1768	दिवादिः	दूङ् ( दू ) 	परितापे 	सेट् 	आ.प 	776	798	X
1769	दिवादिः	षू॒ङ् ( षू ) 	प्राणिप्रसवे 	अनिट् 	आ.प 	X	X	814
1770	दिवादिः	दू॒ङ् ( दू ) 	परितापे 	अनिट् 	आ.प 	X	X	815
1771	दिवादिः	दी॒ङ् ( दी ) 	क्षये 	अनिट् 	आ.प 	777	799	816
1772	दिवादिः	डीङ्(डी) 	विहायसा_गतौ 	सेट् 	आ.प 	778	X	817
1773	दिवादिः	धी॒ङ् ( धी ) 	आदाने 	अनिट् 	आ.प 	779	X	X
1774	दिवादिः	डीङ्(डी) 	गतौ 	सेट् 	आ.प 	X	800	X
1775	दिवादिः	मी॒ङ् ( मी ) 	हिंसायाम् 	अनिट् 	आ.प 	780	802	819
1776	दिवादिः	धी॒ङ् ( धी ) 	आधारे 	अनिट् 	आ.प 	X	801	X
1777	दिवादिः	धी॒ङ् ( धी ) 	अनादरे 	अनिट् 	आ.प 	X	X	818
1778	दिवादिः	री॒ङ् ( री ) 	श्रवणे 	अनिट् 	आ.प 	781	X	820
1779	दिवादिः	री॒ङ्(री) 	स्रवणे 	अनिट् 	आ.प 	X	803	X
1780	दिवादिः	ली॒ङ् ( ली ) 	श्लेषणे 	अनिट् 	आ.प 	782	804	821
1781	दिवादिः	व्री॒ङ् ( व्री ) 	वृणोत्यर्थे 	अनिट् 	आ.प 	783	805	822
1782	दिवादिः	पी॒ङ् ( पी ) 	पाने 	अनिट् 	आ.प 	784	806	823
1783	दिवादिः	मा॒ङ् ( मा ) 	माने 	अनिट् 	आ.प 	785	X	824
1784	दिवादिः	ई॒ङ्(ई) 	गतौ 	अनिट् 	आ.प 	786	807	825
1785	दिवादिः	प्री॒ङ् ( प्री ) 	प्रीतौ 	अनिट् 	आ.प 	787	808	826
1786	दिवादिः	शो॒ ( शो ) 	तनूकरणे 	अनिट् 	प.प 	788	809	X
1787	दिवादिः	छो॒ ( छो ) 	छेदने 	अनिट् 	प.प 	789	X	X
1788	दिवादिः	छो॒(छो) 	छोदने 	अनिट् 	प.प 	X	810	X
1789	दिवादिः	षो॒ ( षो ) 	अन्तकर्मणि 	अनिट् 	प.प 	790	811	X
1790	दिवादिः	दो॒ ( दो ) 	अवखण्डने 	अनिट् 	प.प 	791	812	X
1791	दिवादिः	शो ( शो ) 	तनूकरणे 	सेट् 	प.प 	X	X	827
1792	दिवादिः	छो ( छो ) 	छेदने 	सेट् 	प.प 	X	X	828
1793	दिवादिः	षो ( षो ) 	अन्तकर्मणि 	सेट् 	प.प 	X	X	829
1794	दिवादिः	दो ( दो ) 	अवखण्डने 	सेट् 	प.प 	X	X	830
1795	दिवादिः	जनीँ॒ ( जन् ) 	प्रादुर्भावे 	सेट् 	आ.प 	792	813	831
1796	दिवादिः	दीपीँ॒ ( दीप् ) 	दीप्तौ 	सेट् 	आ.प 	793	814	832
1797	दिवादिः	पूरीँ॒ ( पूर् ) 	आप्यायने 	सेट् 	आ.प 	794	815	833
1798	दिवादिः	तूरीँ॒ ( तूर् ) 	गतित्वरणे 	सेट् 	आ.प 	795	816	X
1799	दिवादिः	तूरीँ॒ ( तूर् ) 	हिंसायाम् 	सेट् 	आ.प 	795	816	834
1800	दिवादिः	तूरीँ॒(तूर्) 	त्वरणे 	सेट् 	आ.प 	X	X	834
1801	दिवादिः	गूरीँ॒(गूर्) 	गतौ 	सेट् 	आ.प 	796	X	835
1802	दिवादिः	गूरीँ॒(गूर्) 	हिंसायाम् 	सेट् 	आ.प 	796	X	835
1803	दिवादिः	धूरीँ॒ ( धूर् ) 	गतौ 	सेट् 	आ.प 	796	818	835
1804	दिवादिः	धूरीँ॒(धूर्) 	हिंसायाम् 	सेट् 	आ.प 	796	818	835
1805	दिवादिः	घूरीँ॒ ( घूर् ) 	वयोहानौ 	सेट् 	आ.प 	797	817	836
1806	दिवादिः	घूरीँ॒ ( घूर् ) 	हिंसायाम् 	सेट् 	आ.प 	797	817	836
1807	दिवादिः	जूरीँ॒ ( जूर् ) 	वयोहानौ 	सेट् 	आ.प 	797	817	836
1808	दिवादिः	जूरीँ॒ ( जूर् ) 	हिंसायाम् 	सेट् 	आ.प 	797	817	836
1809	दिवादिः	शूरीँ॒(शूर्) 	स्तम्भे 	सेट् 	आ.प 	798	819	837
1810	दिवादिः	शूरीँ॒ ( शूर् ) 	हिंसायाम् 	सेट् 	आ.प 	798	819	837
1811	दिवादिः	चूरीँ॒ ( चूर् ) 	दाहे 	सेट् 	आ.प 	799	820	838
1812	दिवादिः	तपँ॒ ( तप् ) 	ऐश्वर्ये 	सेट् 	आ.प 	800	821	839
1813	दिवादिः	वृतुँ॒ ( वृत् ) 	वरणे 	सेट् 	आ.प 	801	X	840
